,sentence,position,gold,syntactic_role,number
32,"Even though they trie, the flock fail.",cataphora,"they,the flock",subj,collective
33,"The flock gather, but they disperse.",subordinate,"The flock,they",subj,collective
34,"The flock gather. However, they disperse.",independent,"The flock,they",subj,collective
35,"Even though they gather, the flock disperse.",cataphora,"they,the flock",subj,collective
36,"The group trie, but they fail.",subordinate,"The group,they",subj,collective
37,"The group trie. However, they fail.",independent,"The group,they",subj,collective
38,"Even though they trie, the group fail.",cataphora,"they,the group",subj,collective
39,"The group leave, but they return.",subordinate,"The group,they",subj,collective
40,"The group leave. However, they return.",independent,"The group,they",subj,collective
41,"Even though they leave, the group return.",cataphora,"they,the group",subj,collective
42,"The group leave, but they stay.",subordinate,"The group,they",subj,collective
43,"The group leave. However, they stay.",independent,"The group,they",subj,collective
44,"Even though they leave, the group stay.",cataphora,"they,the group",subj,collective
45,"The team tried, but they failed.",subordinate,"The team,they",subj,collective
46,"The team tried. However, they failed.",independent,"The team,they",subj,collective
47,"Even though they tried, the team failed.",cataphora,"they,the team",subj,collective
48,"The team fight, but they lose.",subordinate,"The team,they",subj,collective
49,"The team fight. However, they lose.",independent,"The team,they",subj,collective
50,"Even though they fight, the team lose.",cataphora,"they,the team",subj,collective
51,"The team trie, but they fail.",subordinate,"The team,they",subj,collective
52,"The team trie. However, they fail.",independent,"The team,they",subj,collective
53,"Even though they trie, the team fail.",cataphora,"they,the team",subj,collective
54,"The board tried, but they failed.",subordinate,"The board,they",subj,collective
55,"The board tried. However, they failed.",independent,"The board,they",subj,collective
56,"Even though they tried, the board failed.",cataphora,"they,the board",subj,collective
57,"The board argued, but they lost.",subordinate,"The board,they",subj,collective
58,"The board argued. However, they lost.",independent,"The board,they",subj,collective
59,"Even though they argued, the board lost.",cataphora,"they,the board",subj,collective
60,"The board hesitated, but they agreed.",subordinate,"The board,they",subj,collective
61,"The board hesitated. However, they agreed.",independent,"The board,they",subj,collective
62,"Even though they hesitated, the board agreed.",cataphora,"they,the board",subj,collective
63,"The committe tried, but they failed.",subordinate,"The committe,they",subj,collective
64,"The committe tried. However, they failed.",independent,"The committe,they",subj,collective
65,"Even though they tried, the committe failed.",cataphora,"they,the committe",subj,collective
66,"The committe began, but they stopped.",subordinate,"The committe,they",subj,collective
67,"The committe began. However, they stopped.",independent,"The committe,they",subj,collective
68,"Even though they began, the committe stopped.",cataphora,"they,the committe",subj,collective
69,"The committe continued, but they stopped.",subordinate,"The committe,they",subj,collective
70,"The committe continued. However, they stopped.",independent,"The committe,they",subj,collective
71,"Even though they continued, the committe stopped.",cataphora,"they,the committe",subj,collective
72,"The choir tried, but they failed.",subordinate,"The choir,they",subj,collective
73,"The choir tried. However, they failed.",independent,"The choir,they",subj,collective
74,"Even though they tried, the choir failed.",cataphora,"they,the choir",subj,collective
75,"The choir begin, but they stop.",subordinate,"The choir,they",subj,collective
76,"The choir begin. However, they stop.",independent,"The choir,they",subj,collective
77,"Even though they begin, the choir stop.",cataphora,"they,the choir",subj,collective
78,"The choir start, but they stop.",subordinate,"The choir,they",subj,collective
79,"The choir start. However, they stop.",independent,"The choir,they",subj,collective
80,"Even though they start, the choir stop.",cataphora,"they,the choir",subj,collective
81,"The council tried, but they failed.",subordinate,"The council,they",subj,collective
82,"The council tried. However, they failed.",independent,"The council,they",subj,collective
83,"Even though they tried, the council failed.",cataphora,"they,the council",subj,collective
84,"The council argued, but they lost.",subordinate,"The council,they",subj,collective
85,"The council argued. However, they lost.",independent,"The council,they",subj,collective
86,"Even though they argued, the council lost.",cataphora,"they,the council",subj,collective
87,"The council trie, but they fail.",subordinate,"The council,they",subj,collective
88,"The council trie. However, they fail.",independent,"The council,they",subj,collective
89,"Even though they trie, the council fail.",cataphora,"they,the council",subj,collective
90,"The jury tried, but they failed.",subordinate,"The jury,they",subj,collective
91,"The jury tried. However, they failed.",independent,"The jury,they",subj,collective
92,"Even though they tried, the jury failed.",cataphora,"they,the jury",subj,collective
93,"The jury tried, but they lost.",subordinate,"The jury,they",subj,collective
94,"The jury tried. However, they lost.",independent,"The jury,they",subj,collective
95,"Even though they tried, the jury lost.",cataphora,"they,the jury",subj,collective
96,"The jury argued, but they lost.",subordinate,"The jury,they",subj,collective
97,"The jury argued. However, they lost.",independent,"The jury,they",subj,collective
98,"Even though they argued, the jury lost.",cataphora,"they,the jury",subj,collective
99,"The staff tried, but they failed.",subordinate,"The staff,they",subj,collective
100,"The staff tried. However, they failed.",independent,"The staff,they",subj,collective
101,"Even though they tried, the staff failed.",cataphora,"they,the staff",subj,collective
102,"The staff try, but they fail.",subordinate,"The staff,they",subj,collective
103,"The staff try. However, they fail.",independent,"The staff,they",subj,collective
104,"Even though they try, the staff fail.",cataphora,"they,the staff",subj,collective
105,"The staff left, but they stayed.",subordinate,"The staff,they",subj,collective
106,"The staff left. However, they stayed.",independent,"The staff,they",subj,collective
107,"Even though they left, the staff stayed.",cataphora,"they,the staff",subj,collective
108,"The youth tried, but they failed.",subordinate,"The youth,they",subj,collective
109,"The youth tried. However, they failed.",independent,"The youth,they",subj,collective
110,"Even though they tried, the youth failed.",cataphora,"they,the youth",subj,collective
111,"The youth try, but they fail.",subordinate,"The youth,they",subj,collective
112,"The youth try. However, they fail.",independent,"The youth,they",subj,collective
113,"Even though they try, the youth fail.",cataphora,"they,the youth",subj,collective
114,"The youth fight, but they lose.",subordinate,"The youth,they",subj,collective
115,"The youth fight. However, they lose.",independent,"The youth,they",subj,collective
116,"Even though they fight, the youth lose.",cataphora,"they,the youth",subj,collective
117,"The band tried, but they failed.",subordinate,"The band,they",subj,collective
118,"The band tried. However, they failed.",independent,"The band,they",subj,collective
119,"Even though they tried, the band failed.",cataphora,"they,the band",subj,collective
120,"The band struggled, but they survived.",subordinate,"The band,they",subj,collective
121,"The band struggled. However, they survived.",independent,"The band,they",subj,collective
122,"Even though they struggled, the band survived.",cataphora,"they,the band",subj,collective
123,"The band trie, but they fail.",subordinate,"The band,they",subj,collective
124,"The band trie. However, they fail.",independent,"The band,they",subj,collective
125,"Even though they trie, the band fail.",cataphora,"they,the band",subj,collective
126,"The crowd scattered, but they stayed.",subordinate,"The crowd,they",subj,collective
127,"The crowd scattered. However, they stayed.",independent,"The crowd,they",subj,collective
128,"Even though they scattered, the crowd stayed.",cataphora,"they,the crowd",subj,collective
129,"The crowd roared, but they lost.",subordinate,"The crowd,they",subj,collective
130,"The crowd roared. However, they lost.",independent,"The crowd,they",subj,collective
131,"Even though they roared, the crowd lost.",cataphora,"they,the crowd",subj,collective
132,"The crowd parted, but they stayed.",subordinate,"The crowd,they",subj,collective
133,"The crowd parted. However, they stayed.",independent,"The crowd,they",subj,collective
134,"Even though they parted, the crowd stayed.",cataphora,"they,the crowd",subj,collective
135,"The crew tried, but they failed.",subordinate,"The crew,they",subj,collective
136,"The crew tried. However, they failed.",independent,"The crew,they",subj,collective
137,"Even though they tried, the crew failed.",cataphora,"they,the crew",subj,collective
138,"The crew panicked, but they survived.",subordinate,"The crew,they",subj,collective
139,"The crew panicked. However, they survived.",independent,"The crew,they",subj,collective
140,"Even though they panicked, the crew survived.",cataphora,"they,the crew",subj,collective
141,"The crew trie, but they fail.",subordinate,"The crew,they",subj,collective
142,"The crew trie. However, they fail.",independent,"The crew,they",subj,collective
143,"Even though they trie, the crew fail.",cataphora,"they,the crew",subj,collective
144,"The gang tried, but they failed.",subordinate,"The gang,they",subj,collective
145,"The gang tried. However, they failed.",independent,"The gang,they",subj,collective
146,"Even though they tried, the gang failed.",cataphora,"they,the gang",subj,collective
147,"The gang trie, but they fail.",subordinate,"The gang,they",subj,collective
148,"The gang trie. However, they fail.",independent,"The gang,they",subj,collective
149,"Even though they trie, the gang fail.",cataphora,"they,the gang",subj,collective
150,"The gang attacked, but they escaped.",subordinate,"The gang,they",subj,collective
151,"The gang attacked. However, they escaped.",independent,"The gang,they",subj,collective
152,"Even though they attacked, the gang escaped.",cataphora,"they,the gang",subj,collective
153,"The duo tried, but they failed.",subordinate,"The duo,they",subj,collective
154,"The duo tried. However, they failed.",independent,"The duo,they",subj,collective
155,"Even though they tried, the duo failed.",cataphora,"they,the duo",subj,collective
156,"The duo trie, but they fail.",subordinate,"The duo,they",subj,collective
157,"The duo trie. However, they fail.",independent,"The duo,they",subj,collective
158,"Even though they trie, the duo fail.",cataphora,"they,the duo",subj,collective
159,"The duo argue, but they lose.",subordinate,"The duo,they",subj,collective
160,"The duo argue. However, they lose.",independent,"The duo,they",subj,collective
161,"Even though they argue, the duo lose.",cataphora,"they,the duo",subj,collective
162,"The mob tried, but they failed.",subordinate,"The mob,they",subj,collective
163,"The mob tried. However, they failed.",independent,"The mob,they",subj,collective
164,"Even though they tried, the mob failed.",cataphora,"they,the mob",subj,collective
165,"The mob attacked, but they failed.",subordinate,"The mob,they",subj,collective
166,"The mob attacked. However, they failed.",independent,"The mob,they",subj,collective
167,"Even though they attacked, the mob failed.",cataphora,"they,the mob",subj,collective
168,"The mob attacked, but they lost.",subordinate,"The mob,they",subj,collective
169,"The mob attacked. However, they lost.",independent,"The mob,they",subj,collective
170,"Even though they attacked, the mob lost.",cataphora,"they,the mob",subj,collective
171,"The troupe trie, but they fail.",subordinate,"The troupe,they",subj,collective
172,"The troupe trie. However, they fail.",independent,"The troupe,they",subj,collective
173,"Even though they trie, the troupe fail.",cataphora,"they,the troupe",subj,collective
174,"The troupe tried, but they failed.",subordinate,"The troupe,they",subj,collective
175,"The troupe tried. However, they failed.",independent,"The troupe,they",subj,collective
176,"Even though they tried, the troupe failed.",cataphora,"they,the troupe",subj,collective
177,"The troupe fight, but they lose.",subordinate,"The troupe,they",subj,collective
178,"The troupe fight. However, they lose.",independent,"The troupe,they",subj,collective
179,"Even though they fight, the troupe lose.",cataphora,"they,the troupe",subj,collective
0,"The woman knew the family, and she loved them.",subordinate,"the family,them",obj,collective
1,The woman knew the family. She loved them.,independent,"the family,them",obj,collective
2,"The woman knew them, and she loved the family.",cataphora,"them,the family",obj,collective
3,"The woman found the family, and she married them.",subordinate,"the family,them",obj,collective
4,The woman found the family. She married them.,independent,"the family,them",obj,collective
5,"The woman found them, and she married the family.",cataphora,"them,the family",obj,collective
6,"The woman loved the family, and she loved them.",subordinate,"the family,them",obj,collective
7,The woman loved the family. She loved them.,independent,"the family,them",obj,collective
8,"The woman loved them, and she loved the family.",cataphora,"them,the family",obj,collective
9,"The mother found the couple, and she married them.",subordinate,"the couple,them",obj,collective
10,The mother found the couple. She married them.,independent,"the couple,them",obj,collective
11,"The mother found them, and she married the couple.",cataphora,"them,the couple",obj,collective
12,"The mother knew the couple, and she liked them.",subordinate,"the couple,them",obj,collective
13,The mother knew the couple. She liked them.,independent,"the couple,them",obj,collective
14,"The mother knew them, and she liked the couple.",cataphora,"them,the couple",obj,collective
15,"The mother knew the couple, and she loved them.",subordinate,"the couple,them",obj,collective
16,The mother knew the couple. She loved them.,independent,"the couple,them",obj,collective
17,"The mother knew them, and she loved the couple.",cataphora,"them,the couple",obj,collective
18,"The owner knew the audience, and she knew them.",subordinate,"the audience,them",obj,collective
19,The owner knew the audience. She knew them.,independent,"the audience,them",obj,collective
20,"The owner knew them, and she knew the audience.",cataphora,"them,the audience",obj,collective
21,"The owner loved the audience, and she loved them.",subordinate,"the audience,them",obj,collective
22,The owner loved the audience. She loved them.,independent,"the audience,them",obj,collective
23,"The owner loved them, and she loved the audience.",cataphora,"them,the audience",obj,collective
24,"The owner thanked the audience, and she thanked them.",subordinate,"the audience,them",obj,collective
25,The owner thanked the audience. She thanked them.,independent,"the audience,them",obj,collective
26,"The owner thanked them, and she thanked the audience.",cataphora,"them,the audience",obj,collective
27,"The author loves the flock, and she loves them.",subordinate,"the flock,them",obj,collective
28,The author loves the flock. She loves them.,independent,"the flock,them",obj,collective
29,"The author loves them, and she loves the flock.",cataphora,"them,the flock",obj,collective
30,"The author has the flock, and she loves them.",subordinate,"the flock,them",obj,collective
31,The author has the flock. She loves them.,independent,"the flock,them",obj,collective
32,"The author has them, and she loves the flock.",cataphora,"them,the flock",obj,collective
33,"The author has the flock, and she needs them.",subordinate,"the flock,them",obj,collective
34,The author has the flock. She needs them.,independent,"the flock,them",obj,collective
35,"The author has them, and she needs the flock.",cataphora,"them,the flock",obj,collective
36,"The lady recognized the group, and she helped them.",subordinate,"the group,them",obj,collective
37,The lady recognized the group. She helped them.,independent,"the group,them",obj,collective
38,"The lady recognized them, and she helped the group.",cataphora,"them,the group",obj,collective
39,"The lady recognized the group, and she hugged them.",subordinate,"the group,them",obj,collective
40,The lady recognized the group. She hugged them.,independent,"the group,them",obj,collective
41,"The lady recognized them, and she hugged the group.",cataphora,"them,the group",obj,collective
42,"The lady approached the group, and she thanked them.",subordinate,"the group,them",obj,collective
43,The lady approached the group. She thanked them.,independent,"the group,them",obj,collective
44,"The lady approached them, and she thanked the group.",cataphora,"them,the group",obj,collective
45,"The bride loves the team, and she supports them.",subordinate,"the team,them",obj,collective
46,The bride loves the team. She supports them.,independent,"the team,them",obj,collective
47,"The bride loves them, and she supports the team.",cataphora,"them,the team",obj,collective
48,"The bride knows the team, and she likes them.",subordinate,"the team,them",obj,collective
49,The bride knows the team. She likes them.,independent,"the team,them",obj,collective
50,"The bride knows them, and she likes the team.",cataphora,"them,the team",obj,collective
51,"The bride knows the team, and she loves them.",subordinate,"the team,them",obj,collective
52,The bride knows the team. She loves them.,independent,"the team,them",obj,collective
53,"The bride knows them, and she loves the team.",cataphora,"them,the team",obj,collective
54,"The daughter joined the board, and she challenged them.",subordinate,"the board,them",obj,collective
55,The daughter joined the board. She challenged them.,independent,"the board,them",obj,collective
56,"The daughter joined them, and she challenged the board.",cataphora,"them,the board",obj,collective
57,"The daughter joined the board, and she hated them.",subordinate,"the board,them",obj,collective
58,The daughter joined the board. She hated them.,independent,"the board,them",obj,collective
59,"The daughter joined them, and she hated the board.",cataphora,"them,the board",obj,collective
60,"The daughter is the board, and she controls them.",subordinate,"the board,them",obj,collective
61,The daughter is the board. She controls them.,independent,"the board,them",obj,collective
62,"The daughter is them, and she controls the board.",cataphora,"them,the board",obj,collective
63,"The model met the committe, and she thanked them.",subordinate,"the committe,them",obj,collective
64,The model met the committe. She thanked them.,independent,"the committe,them",obj,collective
65,"The model met them, and she thanked the committe.",cataphora,"them,the committe",obj,collective
66,"The model meets the committe, and she introduces them.",subordinate,"the committe,them",obj,collective
67,The model meets the committe. She introduces them.,independent,"the committe,them",obj,collective
68,"The model meets them, and she introduces the committe.",cataphora,"them,the committe",obj,collective
69,"The model knows the committe, and she knows them.",subordinate,"the committe,them",obj,collective
70,The model knows the committe. She knows them.,independent,"the committe,them",obj,collective
71,"The model knows them, and she knows the committe.",cataphora,"them,the committe",obj,collective
72,"The sister led the choir, and she loved them.",subordinate,"the choir,them",obj,collective
73,The sister led the choir. She loved them.,independent,"the choir,them",obj,collective
74,"The sister led them, and she loved the choir.",cataphora,"them,the choir",obj,collective
75,"The sister leads the choir, and she praises them.",subordinate,"the choir,them",obj,collective
76,The sister leads the choir. She praises them.,independent,"the choir,them",obj,collective
77,"The sister leads them, and she praises the choir.",cataphora,"them,the choir",obj,collective
78,"The sister joined the choir, and she loved them.",subordinate,"the choir,them",obj,collective
79,The sister joined the choir. She loved them.,independent,"the choir,them",obj,collective
80,"The sister joined them, and she loved the choir.",cataphora,"them,the choir",obj,collective
81,"The actress contacted the council, and she thanked them.",subordinate,"the council,them",obj,collective
82,The actress contacted the council. She thanked them.,independent,"the council,them",obj,collective
83,"The actress contacted them, and she thanked the council.",cataphora,"them,the council",obj,collective
84,"The actress met the council, and she praised them.",subordinate,"the council,them",obj,collective
85,The actress met the council. She praised them.,independent,"the council,them",obj,collective
86,"The actress met them, and she praised the council.",cataphora,"them,the council",obj,collective
87,"The actress called the council, and she thanked them.",subordinate,"the council,them",obj,collective
88,The actress called the council. She thanked them.,independent,"the council,them",obj,collective
89,"The actress called them, and she thanked the council.",cataphora,"them,the council",obj,collective
90,"The photographer was the jury, and she chose them.",subordinate,"the jury,them",obj,collective
91,The photographer was the jury. She chose them.,independent,"the jury,them",obj,collective
92,"The photographer was them, and she chose the jury.",cataphora,"them,the jury",obj,collective
93,"The photographer was the jury, and she told them.",subordinate,"the jury,them",obj,collective
94,The photographer was the jury. She told them.,independent,"the jury,them",obj,collective
95,"The photographer was them, and she told the jury.",cataphora,"them,the jury",obj,collective
96,"The photographer knew the jury, and she knew them.",subordinate,"the jury,them",obj,collective
97,The photographer knew the jury. She knew them.,independent,"the jury,them",obj,collective
98,"The photographer knew them, and she knew the jury.",cataphora,"them,the jury",obj,collective
99,"The seller took the staff, and she sold them.",subordinate,"the staff,them",obj,collective
100,The seller took the staff. She sold them.,independent,"the staff,them",obj,collective
101,"The seller took them, and she sold the staff.",cataphora,"them,the staff",obj,collective
102,"The seller needed the staff, and she needed them.",subordinate,"the staff,them",obj,collective
103,The seller needed the staff. She needed them.,independent,"the staff,them",obj,collective
104,"The seller needed them, and she needed the staff.",cataphora,"them,the staff",obj,collective
105,"The seller liked the staff, and she kept them.",subordinate,"the staff,them",obj,collective
106,The seller liked the staff. She kept them.,independent,"the staff,them",obj,collective
107,"The seller liked them, and she kept the staff.",cataphora,"them,the staff",obj,collective
108,"The artist knew the youth, and she knew them.",subordinate,"the youth,them",obj,collective
109,The artist knew the youth. She knew them.,independent,"the youth,them",obj,collective
110,"The artist knew them, and she knew the youth.",cataphora,"them,the youth",obj,collective
111,"The artist knows the youth, and she loves them.",subordinate,"the youth,them",obj,collective
112,The artist knows the youth. She loves them.,independent,"the youth,them",obj,collective
113,"The artist knows them, and she loves the youth.",cataphora,"them,the youth",obj,collective
114,"The artist is the youth, and she loves them.",subordinate,"the youth,them",obj,collective
115,The artist is the youth. She loves them.,independent,"the youth,them",obj,collective
116,"The artist is them, and she loves the youth.",cataphora,"them,the youth",obj,collective
117,"The teacher knew the band, and she loved them.",subordinate,"the band,them",obj,collective
118,The teacher knew the band. She loved them.,independent,"the band,them",obj,collective
119,"The teacher knew them, and she loved the band.",cataphora,"them,the band",obj,collective
120,"The teacher watched the band, and she liked them.",subordinate,"the band,them",obj,collective
121,The teacher watched the band. She liked them.,independent,"the band,them",obj,collective
122,"The teacher watched them, and she liked the band.",cataphora,"them,the band",obj,collective
123,"The teacher knew the band, and she knew them.",subordinate,"the band,them",obj,collective
124,The teacher knew the band. She knew them.,independent,"the band,them",obj,collective
125,"The teacher knew them, and she knew the band.",cataphora,"them,the band",obj,collective
126,"The client knows the crowd, and she knows them.",subordinate,"the crowd,them",obj,collective
127,The client knows the crowd. She knows them.,independent,"the crowd,them",obj,collective
128,"The client knows them, and she knows the crowd.",cataphora,"them,the crowd",obj,collective
129,"The client noticed the crowd, and she joined them.",subordinate,"the crowd,them",obj,collective
130,The client noticed the crowd. She joined them.,independent,"the crowd,them",obj,collective
131,"The client noticed them, and she joined the crowd.",cataphora,"them,the crowd",obj,collective
132,"The client knew the crowd, and she understood them.",subordinate,"the crowd,them",obj,collective
133,The client knew the crowd. She understood them.,independent,"the crowd,them",obj,collective
134,"The client knew them, and she understood the crowd.",cataphora,"them,the crowd",obj,collective
135,"The student knows the crew, and she likes them.",subordinate,"the crew,them",obj,collective
136,The student knows the crew. She likes them.,independent,"the crew,them",obj,collective
137,"The student knows them, and she likes the crew.",cataphora,"them,the crew",obj,collective
138,"The student meets the crew, and she joins them.",subordinate,"the crew,them",obj,collective
139,The student meets the crew. She joins them.,independent,"the crew,them",obj,collective
140,"The student meets them, and she joins the crew.",cataphora,"them,the crew",obj,collective
141,"The student recognized the crew, and she thanked them.",subordinate,"the crew,them",obj,collective
142,The student recognized the crew. She thanked them.,independent,"the crew,them",obj,collective
143,"The student recognized them, and she thanked the crew.",cataphora,"them,the crew",obj,collective
144,"The queen sees the gang, and she kills them.",subordinate,"the gang,them",obj,collective
145,The queen sees the gang. She kills them.,independent,"the gang,them",obj,collective
146,"The queen sees them, and she kills the gang.",cataphora,"them,the gang",obj,collective
147,"The queen needs the gang, and she needs them.",subordinate,"the gang,them",obj,collective
148,The queen needs the gang. She needs them.,independent,"the gang,them",obj,collective
149,"The queen needs them, and she needs the gang.",cataphora,"them,the gang",obj,collective
150,"The queen sees the gang, and she confronts them.",subordinate,"the gang,them",obj,collective
151,The queen sees the gang. She confronts them.,independent,"the gang,them",obj,collective
152,"The queen sees them, and she confronts the gang.",cataphora,"them,the gang",obj,collective
153,"The princess finds the duo, and she saves them.",subordinate,"the duo,them",obj,collective
154,The princess finds the duo. She saves them.,independent,"the duo,them",obj,collective
155,"The princess finds them, and she saves the duo.",cataphora,"them,the duo",obj,collective
156,"The princess confronts the duo, and she defeats them.",subordinate,"the duo,them",obj,collective
157,The princess confronts the duo. She defeats them.,independent,"the duo,them",obj,collective
158,"The princess confronts them, and she defeats the duo.",cataphora,"them,the duo",obj,collective
159,"The princess sees the duo, and she recognizes them.",subordinate,"the duo,them",obj,collective
160,The princess sees the duo. She recognizes them.,independent,"the duo,them",obj,collective
161,"The princess sees them, and she recognizes the duo.",cataphora,"them,the duo",obj,collective
162,"The witch saw the mob, and she attacked them.",subordinate,"the mob,them",obj,collective
163,The witch saw the mob. She attacked them.,independent,"the mob,them",obj,collective
164,"The witch saw them, and she attacked the mob.",cataphora,"them,the mob",obj,collective
165,"The witch attacked the mob, and she killed them.",subordinate,"the mob,them",obj,collective
166,The witch attacked the mob. She killed them.,independent,"the mob,them",obj,collective
167,"The witch attacked them, and she killed the mob.",cataphora,"them,the mob",obj,collective
168,"The witch confronted the mob, and she killed them.",subordinate,"the mob,them",obj,collective
169,The witch confronted the mob. She killed them.,independent,"the mob,them",obj,collective
170,"The witch confronted them, and she killed the mob.",cataphora,"them,the mob",obj,collective
171,"The hostess knew the troupe, and she liked them.",subordinate,"the troupe,them",obj,collective
172,The hostess knew the troupe. She liked them.,independent,"the troupe,them",obj,collective
173,"The hostess knew them, and she liked the troupe.",cataphora,"them,the troupe",obj,collective
174,"The hostess recognized the troupe, and she thanked them.",subordinate,"the troupe,them",obj,collective
175,The hostess recognized the troupe. She thanked them.,independent,"the troupe,them",obj,collective
176,"The hostess recognized them, and she thanked the troupe.",cataphora,"them,the troupe",obj,collective
177,"The hostess recognizes the troupe, and she welcomes them.",subordinate,"the troupe,them",obj,collective
178,The hostess recognizes the troupe. She welcomes them.,independent,"the troupe,them",obj,collective
179,"The hostess recognizes them, and she welcomes the troupe.",cataphora,"them,the troupe",obj,collective
0,"The man sued the family, and they won.",subordinate,"the family,they",obj_subj,collective
1,The man sued the family. They won.,independent,"the family,They",obj_subj,collective
2,"The man sued them, and the family won.",cataphora,"them,the family",obj_subj,collective
3,"The man attacked the family, and they fled.",subordinate,"the family,they",obj_subj,collective
4,The man attacked the family. They fled.,independent,"the family,They",obj_subj,collective
5,"The man attacked them, and the family fled.",cataphora,"them,the family",obj_subj,collective
6,"The man sued the family, and they lost.",subordinate,"the family,they",obj_subj,collective
7,The man sued the family. They lost.,independent,"the family,They",obj_subj,collective
8,"The man sued them, and the family lost.",cataphora,"them,the family",obj_subj,collective
9,"The client met the couple, and they married.",subordinate,"the couple,they",obj_subj,collective
10,The client met the couple. They married.,independent,"the couple,They",obj_subj,collective
11,"The client met them, and the couple married.",cataphora,"them,the couple",obj_subj,collective
12,"The client found the couple, and they married.",subordinate,"the couple,they",obj_subj,collective
13,The client found the couple. They married.,independent,"the couple,They",obj_subj,collective
14,"The client found them, and the couple married.",cataphora,"them,the couple",obj_subj,collective
15,"The client called the couple, and they agreed.",subordinate,"the couple,they",obj_subj,collective
16,The client called the couple. They agreed.,independent,"the couple,They",obj_subj,collective
17,"The client called them, and the couple agreed.",cataphora,"them,the couple",obj_subj,collective
18,"The mayor addressed the audience, and they listened.",subordinate,"the audience,they",obj_subj,collective
19,The mayor addressed the audience. They listened.,independent,"the audience,They",obj_subj,collective
20,"The mayor addressed them, and the audience listened.",cataphora,"them,the audience",obj_subj,collective
21,"The mayor addressed the audience, and they applauded.",subordinate,"the audience,they",obj_subj,collective
22,The mayor addressed the audience. They applauded.,independent,"the audience,They",obj_subj,collective
23,"The mayor addressed them, and the audience applauded.",cataphora,"them,the audience",obj_subj,collective
24,"The mayor addresses the audience, and they applaud.",subordinate,"the audience,they",obj_subj,collective
25,The mayor addresses the audience. They applaud.,independent,"the audience,They",obj_subj,collective
26,"The mayor addresses them, and the audience applaud.",cataphora,"them,the audience",obj_subj,collective
27,"The reporter gathers the flock, and they flee.",subordinate,"the flock,they",obj_subj,collective
28,The reporter gathers the flock. They flee.,independent,"the flock,They",obj_subj,collective
29,"The reporter gathers them, and the flock flee.",cataphora,"them,the flock",obj_subj,collective
30,"The reporter gathers the flock, and they leave.",subordinate,"the flock,they",obj_subj,collective
31,The reporter gathers the flock. They leave.,independent,"the flock,They",obj_subj,collective
32,"The reporter gathers them, and the flock leave.",cataphora,"them,the flock",obj_subj,collective
33,"The reporter alerts the flock, and they scatter.",subordinate,"the flock,they",obj_subj,collective
34,The reporter alerts the flock. They scatter.,independent,"the flock,They",obj_subj,collective
35,"The reporter alerts them, and the flock scatter.",cataphora,"them,the flock",obj_subj,collective
36,"The resident thanked the group, and they left.",subordinate,"the group,they",obj_subj,collective
37,The resident thanked the group. They left.,independent,"the group,They",obj_subj,collective
38,"The resident thanked them, and the group left.",cataphora,"them,the group",obj_subj,collective
39,"The resident confronted the group, and they fled.",subordinate,"the group,they",obj_subj,collective
40,The resident confronted the group. They fled.,independent,"the group,They",obj_subj,collective
41,"The resident confronted them, and the group fled.",cataphora,"them,the group",obj_subj,collective
42,"The resident alerted the group, and they left.",subordinate,"the group,they",obj_subj,collective
43,The resident alerted the group. They left.,independent,"the group,They",obj_subj,collective
44,"The resident alerted them, and the group left.",cataphora,"them,the group",obj_subj,collective
45,"The president gathered the team, and they left.",subordinate,"the team,they",obj_subj,collective
46,The president gathered the team. They left.,independent,"the team,They",obj_subj,collective
47,"The president gathered them, and the team left.",cataphora,"them,the team",obj_subj,collective
48,"The president picked the team, and they won.",subordinate,"the team,they",obj_subj,collective
49,The president picked the team. They won.,independent,"the team,They",obj_subj,collective
50,"The president picked them, and the team won.",cataphora,"them,the team",obj_subj,collective
51,"The president told the team, and they listened.",subordinate,"the team,they",obj_subj,collective
52,The president told the team. They listened.,independent,"the team,They",obj_subj,collective
53,"The president told them, and the team listened.",cataphora,"them,the team",obj_subj,collective
54,"The employee sued the board, and they won.",subordinate,"the board,they",obj_subj,collective
55,The employee sued the board. They won.,independent,"the board,They",obj_subj,collective
56,"The employee sued them, and the board won.",cataphora,"them,the board",obj_subj,collective
57,"The employee called the board, and they agreed.",subordinate,"the board,they",obj_subj,collective
58,The employee called the board. They agreed.,independent,"the board,They",obj_subj,collective
59,"The employee called them, and the board agreed.",cataphora,"them,the board",obj_subj,collective
60,"The employee told the board, and they listened.",subordinate,"the board,they",obj_subj,collective
61,The employee told the board. They listened.,independent,"the board,They",obj_subj,collective
62,"The employee told them, and the board listened.",cataphora,"them,the board",obj_subj,collective
63,"The volunteer thanked the committe, and they left.",subordinate,"the committe,they",obj_subj,collective
64,The volunteer thanked the committe. They left.,independent,"the committe,They",obj_subj,collective
65,"The volunteer thanked them, and the committe left.",cataphora,"them,the committe",obj_subj,collective
66,"The volunteer tells the committe, and they leave.",subordinate,"the committe,they",obj_subj,collective
67,The volunteer tells the committe. They leave.,independent,"the committe,They",obj_subj,collective
68,"The volunteer tells them, and the committe leave.",cataphora,"them,the committe",obj_subj,collective
69,"The volunteer meets the committe, and they talk.",subordinate,"the committe,they",obj_subj,collective
70,The volunteer meets the committe. They talk.,independent,"the committe,They",obj_subj,collective
71,"The volunteer meets them, and the committe talk.",cataphora,"them,the committe",obj_subj,collective
